,wrapperType,artistType,artistName,artistLinkUrl,artistId,amgArtistId,primaryGenreName,primaryGenreId,collectionType,collectionId,collectionName,collectionCensoredName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,copyright,country,currency,releaseDate
85,collection,,Louis Armstrong,,518462,52456.0,Jazz,,Album,1585706630.0,"The Hits, Vol. 1","The Hits, Vol. 1",https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/the-hits-vol-1/1585706630?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/f7/5e/27/f75e2797-a97a-d438-860e-95e7befcc52e/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/f7/5e/27/f75e2797-a97a-d438-860e-95e7befcc52e/source/100x100bb.jpg,7.99,notExplicit,8.0,℗ 2020 Lifestyle Music Group,USA,USD,2021-09-16T07:00:00Z
86,collection,,Louis Armstrong,,518462,52456.0,Jazz,,Album,159085964.0,Jazz Moods - Hot,Jazz Moods - Hot,https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/jazz-moods-hot/159085964?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music/v4/fb/61/a4/fb61a4aa-965d-4031-ecd1-16bba42f703b/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music/v4/fb/61/a4/fb61a4aa-965d-4031-ecd1-16bba42f703b/source/100x100bb.jpg,9.99,notExplicit,14.0,"℗ Originally Released 1926, 1927, 1928, 1929, 1941, (P) 2005 SONY BMG MUSIC ENTERTAINMENT",USA,USD,2005-04-04T07:00:00Z
87,collection,,Louis Armstrong,,518462,52456.0,Trad Jazz,,Album,1475264667.0,Live in Europe,Live in Europe,https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/live-in-europe/1475264667?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/e9/68/2a/e9682a0e-1868-4361-9a87-59a02b8f38d6/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/e9/68/2a/e9682a0e-1868-4361-9a87-59a02b8f38d6/source/100x100bb.jpg,9.99,notExplicit,16.0,℗ 2019 Dot Time Legends,USA,USD,2019-09-27T07:00:00Z
88,collection,,Louis Armstrong,,518462,52456.0,Jazz,,Album,1444002886.0,"The Best of the Decca Years, Vol. 2: The Composer","The Best of the Decca Years, Vol. 2: The Composer",https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/the-best-of-the-decca-years-vol-2-the-composer/1444002886?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/ab/8b/8a/ab8b8a07-3a54-05de-80a8-b77aa4336266/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/ab/8b/8a/ab8b8a07-3a54-05de-80a8-b77aa4336266/source/100x100bb.jpg,7.99,notExplicit,13.0,"This Compilation ℗ 1990 UMG Recordings, Inc.",USA,USD,1990-01-01T08:00:00Z
89,collection,,Louis Armstrong,,518462,52456.0,Jazz,,Album,1426743749.0,The Standard Oil Sessions (Live),The Standard Oil Sessions (Live),https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/the-standard-oil-sessions-live/1426743749?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/bf/0f/03/bf0f0358-4792-1bca-bfd2-fd39aaa04ff4/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/bf/0f/03/bf0f0358-4792-1bca-bfd2-fd39aaa04ff4/source/100x100bb.jpg,9.99,notExplicit,11.0,℗ 2017 Dot Time Legends,USA,USD,2017-05-22T07:00:00Z
90,collection,,Louis Armstrong,,518462,52456.0,Ragtime,,Album,1466704359.0,Satchmo Plays King Oliver,Satchmo Plays King Oliver,https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/satchmo-plays-king-oliver/1466704359?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/cd/c6/22/cdc62209-5a2e-448c-419b-54f39797895a/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/cd/c6/22/cdc62209-5a2e-448c-419b-54f39797895a/source/100x100bb.jpg,9.99,notExplicit,12.0,"℗ 1960 © Audio Fidelity™ a division of 43 North Broadway, LLC. WARNING: All Rights Reserved. Unauthorized duplication is a violation of applicable laws.",USA,USD,1960-05-01T07:00:00Z
91,collection,,Louis Armstrong,,518462,52456.0,Pop,,Album,1592055234.0,Gospel Book,Gospel Book,https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/gospel-book/1592055234?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music116/v4/91/0f/9e/910f9e77-dc9f-88ee-0b30-0bcd1b92aec3/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music116/v4/91/0f/9e/910f9e77-dc9f-88ee-0b30-0bcd1b92aec3/source/100x100bb.jpg,9.99,notExplicit,18.0,℗ 2010 Editions Jade,USA,USD,2021-10-22T07:00:00Z
92,collection,,Louis Armstrong and The All Stars,,518462,52456.0,Jazz,,Album,1434274831.0,"The Columbia & RCA Victor Live Recordings, Vol. 3","The Columbia & RCA Victor Live Recordings, Vol. 3",https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/the-columbia-rca-victor-live-recordings-vol-3/1434274831?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/af/03/ac/af03acc8-d277-6c16-7950-93462ef123b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/af/03/ac/af03acc8-d277-6c16-7950-93462ef123b0/source/100x100bb.jpg,24.99,notExplicit,57.0,℗ This compilation (P) 2018 Sony Music Entertainment,USA,USD,2018-09-14T07:00:00Z
93,collection,,Louis Armstrong & Fletcher Henderson,,518462,52456.0,Jazz,,Album,1532441659.0,Fletcher Henderson and Louis Armstrong 1924-1925,Fletcher Henderson and Louis Armstrong 1924-1925,https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/fletcher-henderson-and-louis-armstrong-1924-1925/1532441659?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/15/0d/c4/150dc4a7-25ab-fd91-1b96-c5d59343b16b/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/15/0d/c4/150dc4a7-25ab-fd91-1b96-c5d59343b16b/source/100x100bb.jpg,9.99,notExplicit,26.0,℗ 1991 Timeless Records,USA,USD,2008-06-19T07:00:00Z
94,collection,,Louis Armstrong,,518462,52456.0,Jazz,,Album,1165567483.0,Louis Armstrong Plays W. C. Handy,Louis Armstrong Plays W. C. Handy,https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/louis-armstrong-plays-w-c-handy/1165567483?uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music71/v4/e2/a1/a8/e2a1a8ca-24ce-5a04-3047-7ab964613328/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music71/v4/e2/a1/a8/e2a1a8ca-24ce-5a04-3047-7ab964613328/source/100x100bb.jpg,9.99,notExplicit,11.0,℗ Originally Released 1954 Sony Music Entertainment Inc.,USA,USD,2016-10-14T07:00:00Z
95,collection,,Louis Armstrong,,518462,52456.0,Jazz,,Album,1394391664.0,"Louis Armstrong: Sparks, Nevada 1964! (Live)","Louis Armstrong: Sparks, Nevada 1964! (Live)",https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/louis-armstrong-sparks-nevada-1964-live/1394391664?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/d6/64/81/d664815a-46bc-b607-c7a7-ef59414b80ab/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/d6/64/81/d664815a-46bc-b607-c7a7-ef59414b80ab/source/100x100bb.jpg,9.99,notExplicit,11.0,℗ 2018 Dot Time Legends,USA,USD,2018-06-22T07:00:00Z
96,collection,,Louis Armstrong,,518462,52456.0,Jazz,,Album,1444083375.0,Satchmo in Style (Bonus Track) [with Gordon Jenkins],Satchmo in Style (Bonus Track) [with Gordon Jenkins],https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/satchmo-in-style-bonus-track-with-gordon-jenkins/1444083375?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/87/37/fb/8737fb84-59f2-99f1-d2c7-e98b0f66a09b/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/87/37/fb/8737fb84-59f2-99f1-d2c7-e98b0f66a09b/source/100x100bb.jpg,7.99,notExplicit,16.0,"This Compilation ℗ 2001 The Verve Music Group, a Division of UMG Recordings, Inc.",USA,USD,1959-05-14T07:00:00Z
97,collection,,Louis Armstrong,,518462,52456.0,Jazz,,Album,1444041274.0,"Louis Armstrong & His Orchestra, Vol. 3 (Pocketful of Dreams)","Louis Armstrong & His Orchestra, Vol. 3 (Pocketful of Dreams)",https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/louis-armstrong-his-orchestra-vol-3-pocketful-of-dreams/1444041274?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music118/v4/06/cf/a4/06cfa471-1fcb-f026-5851-9f15b01767bb/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music118/v4/06/cf/a4/06cfa471-1fcb-f026-5851-9f15b01767bb/source/100x100bb.jpg,7.99,notExplicit,22.0,"This Compilation ℗ 1995 UMG Recordings, Inc.",USA,USD,1995-01-01T08:00:00Z
98,collection,,Louis Armstrong,,518462,52456.0,Jazz,,Album,1423291283.0,Oh Didn't He Ramble,Oh Didn't He Ramble,https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/oh-didnt-he-ramble/1423291283?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/ce/0e/3b/ce0e3bc9-6109-e97f-6df4-4b1334e0a270/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/ce/0e/3b/ce0e3bc9-6109-e97f-6df4-4b1334e0a270/source/100x100bb.jpg,9.99,notExplicit,10.0,"A Verve Label Group release; This Compilation ℗ 1999 UMG Recordings, Inc.",USA,USD,1999-10-19T07:00:00Z
99,collection,,Louis Armstrong & The Louis Armstrong Orchestra,,518462,52456.0,Jazz,,Album,190308986.0,The Great American Songbook,The Great American Songbook,https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/the-great-american-songbook/190308986?uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music/v4/9c/9e/95/9c9e958b-6e2a-c896-ece6-0e3fa789129e/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music/v4/9c/9e/95/9c9e958b-6e2a-c896-ece6-0e3fa789129e/source/100x100bb.jpg,-1.0,notExplicit,14.0,"℗ Originally released 1929, 1930, 1931, 1932, 1933, 1947, 1957, 1958. All rights reserved by SONY BMG MUSIC ENTERTAINMENT.(P) Recorded Prior to 1972.  All Rights Reserved by Flying Dutchman.",USA,USD,2006-08-25T07:00:00Z
100,collection,,Louis Armstrong,,518462,52456.0,Jazz,,Album,1434915606.0,Louis Armstrong Sings : Back Through the Years,Louis Armstrong Sings : Back Through the Years,https://music.apple.com/us/artist/louis-armstrong/518462?uo=4,https://music.apple.com/us/album/louis-armstrong-sings-back-through-the-years/1434915606?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music116/v4/7c/fe/58/7cfe588f-bfec-6291-8367-9a7c1ff5bb0e/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music116/v4/7c/fe/58/7cfe588f-bfec-6291-8367-9a7c1ff5bb0e/source/100x100bb.jpg,16.99,notExplicit,34.0,"A Geffen Records Release; This Compilation ℗ 2000 UMG Recordings, Inc.",USA,USD,2000-03-21T08:00:00Z
